Hakusana	Sanaluokat	count
jyrytä	verbi	3
jytämusiikki	substantiivi	3
jälki-ilmiö	substantiivi	3
jännitysfilmi	substantiivi	3
jänteinen	adjektiivi	3
järkimies	substantiivi	3
järkiään	adverbi	3
järvikorte	substantiivi	3
jättöpuu	substantiivi	3
jäykkäliikkeinen	adjektiivi	3
jääaavikko	substantiivi	3
jäähdyte	substantiivi	3
jäähdytysilma	substantiivi	3
jäälauta	substantiivi	3
jäästadion	substantiivi	3
jössikkä	substantiivi	3
kaaoksellinen	adjektiivi	3
kaaripuu	substantiivi	3
kaarisulku	substantiivi	3
kaatorauta	substantiivi	3
kaaviloida	verbi	3
kademieli	substantiivi	3
kademielinen	adjektiivi	3
kahdeksankymmenvuotias	adjektiivi	3
kahdeksasosanuotti	substantiivi	3
kahdennus	substantiivi	3
kahlaamo	substantiivi	3
kahlauspaikka	substantiivi	3
kahvata	verbi	3
kahviaika	substantiivi	3
kaidepuu	substantiivi	3
kainostelematon	adjektiivi	3
kainostuttaa	verbi	3
kairausputki	substantiivi	3
kaitaelokuva	substantiivi	3
kaitakasvoinen	adjektiivi	3
kaiutinpuhelin	substantiivi	3
kajahdus	substantiivi	3
kajuutallinen	adjektiivi	3
kakkainen	adjektiivi	3
kakru	substantiivi	3
kaksikielistyä	verbi	3
kaksikotinen	adjektiivi	3
kaksimerkityksinen	adjektiivi	3
kaksinapaisesti	adverbi	3
kaksineuvoisuus	substantiivi	3
kaksintaistelija	substantiivi	3
kaksoishäät	substantiivi	3
kaksoisnumero	substantiivi	3
kaksoisristi	substantiivi	3
kaksoissokkokoe	substantiivi	3
kaktusviikuna	substantiivi	3
kalakoukku	substantiivi	3
kalalanka	substantiivi	3
kalansilmäobjektiivi	substantiivi	3
kalastavuus	substantiivi	3
kaldera	substantiivi	3
kalkeeripaperi	substantiivi	3
kalkyyli	substantiivi	3
kalleusluokka	substantiivi	3
kallionlaki	substantiivi	3
kalsareisillaan	adverbi	3
kalterijääkäri	substantiivi	3
kalttaus	substantiivi	3
kalupakki	substantiivi	3
kalustoluettelo	substantiivi	3
kalvinismi	substantiivi	3
kalvinisti	substantiivi	3
kampeutua	verbi	3
kanadanpiisku	substantiivi	3
kanalja	substantiivi	3
kanapee	substantiivi	3
kanavakangas	substantiivi	3
kandeerata	verbi	3
kanittaa	verbi	3
kanonisoitua	verbi	3
kansallisuusliike	substantiivi	3
kansallisväri	substantiivi	3
kansandemokratia	substantiivi	3
kansaneläkemaksu	substantiivi	3
kansanmurre	substantiivi	3
kansantaloustieteellinen	adjektiivi	3
kansanvarallisuus	substantiivi	3
kansituoli	substantiivi	3
kansliahenkilöstö	substantiivi	3
kansoittua	verbi	3
kantelupukki	substantiivi	3
kantojyrsin	substantiivi	3
kapealanteinen	adjektiivi	3
kapillaarinen	adjektiivi	3
karahteerata	verbi	3
karhentua	verbi	3
karho	substantiivi	3
karhulanka	substantiivi	3
karikkoisuus	substantiivi	3
karjankuljetusauto	substantiivi	3
karnevalismi	substantiivi	3
karsinooma	substantiivi	3
karstaus	substantiivi	3
kartoitin	substantiivi	3
karttapohjoinen	substantiivi	3
karuuntua	verbi	3
karvapeitteinen	adjektiivi	3
kasakkapäällikkö	substantiivi	3
kasakkayhteisö	substantiivi	3
kasettinauha	substantiivi	3
kasiainen	substantiivi	3
kastanjetit	substantiivi	3
kasteallas	substantiivi	3
kasvatuslammikko	substantiivi	3
kasvihormoni	substantiivi	3
kasvispulla	substantiivi	3
kasvittaa	verbi	3
kasvupaikkatyyppi	substantiivi	3
katafalkki	substantiivi	3
katajapensas	substantiivi	3
katalysaattoriauto	substantiivi	3
katalyysi	substantiivi	3
katonlape	substantiivi	3
katukilpi	substantiivi	3
katumuspäivä	substantiivi	3
kaukalomainen	adjektiivi	3
kaukalopalloilija	substantiivi	3
kauko-objektiivi	substantiivi	3
kaukolasit	substantiivi	3
kaulatusten	adverbi	3
kaunoluistelija	substantiivi	3
kaupunginvouti	substantiivi	3
kauransiemen	substantiivi	3
kausialennusmyynti	substantiivi	3
kausimyyjä	substantiivi	3
kaviaarivoileipä	substantiivi	3
kašmir	substantiivi	3
keekoilla	verbi	3
kehitysjoukko	substantiivi	3
kehitysopillinen	adjektiivi	3
kehnontua	verbi	3
kehruuttaa	verbi	3
keihäsmäinen	adjektiivi	3
keijukaiskuningatar	substantiivi	3
keikuttelu	substantiivi	3
keinohorisontti	substantiivi	3
keinollinen	adjektiivi	3
keisarihummeri	substantiivi	3
keitinrasva	substantiivi	3
keksaista	verbi	3
kellahdus	substantiivi	3
kellonvitjat	substantiivi	3
keltajuurikas	substantiivi	3
keltaraitainen	adjektiivi	3
kelvokas	adjektiivi	3
kengänkuluttaja	substantiivi	3
kenkävoide	substantiivi	3
kenttälinnoitus	substantiivi	3
kenttäviiva	substantiivi	3
kenttävoimakkuus	substantiivi	3
keppostella	verbi	3
keramiikkamaljakko	substantiivi	3
kermi	substantiivi	3
kerrostasanne	substantiivi	3
kerska	substantiivi	3
kertaluku	substantiivi	3
kertapakkaus	substantiivi	3
kertauma	substantiivi	3
kesannoida	verbi	3
kesantomaa	substantiivi	3
kesemmällä	adverbi	3
keskeen	postpositio	3
keskikoulutodistus	substantiivi	3
keskipakopumppu	substantiivi	3
keskustukimies	substantiivi	3
kestohyödyke	substantiivi	3
ketjuveto	substantiivi	3
ketunkolo	substantiivi	3
ketunluola	substantiivi	3
keulamasto	substantiivi	3
kevytsinko	substantiivi	3
kierosilmäisyys	substantiivi	3
kieroutuma	substantiivi	3
kierregalaksi	substantiivi	3
kierrekantinen	adjektiivi	3
kierrelehtiö	substantiivi	3
kierteisyys	substantiivi	3
kierteittää	verbi	3
kiertohaastattelu	substantiivi	3
kiertokasvi	substantiivi	3
kiertolintu	substantiivi	3
kiertoprosessi	substantiivi	3
kiertuelainen	substantiivi	3
kiertämätön	adjektiivi	3
kierähdellä	verbi	3
kiharatukka	adjektiivi, substantiivi	3
kihlajaisjuhla	substantiivi	3
kihloihin	adverbi	3
kihnutus	substantiivi	3
kiiltokärpänen	substantiivi	3
kiinnelaina	substantiivi	3
kiinnitysrekisteri	substantiivi	3
kiinteistöeläke	substantiivi	3
kiinteistöluettelo	substantiivi	3
kiirekausi	substantiivi	3
kiistattomuus	substantiivi	3
kiistämättömästi	adverbi	3
kiitollisuudentunne	substantiivi	3
kimitys	substantiivi	3
kimma	substantiivi	3
kinematiikka	substantiivi	3
kinetiikka	substantiivi	3
kinner	substantiivi	3
kinofilmikamera	substantiivi	3
kintereille	postpositio	3
kioskikauppias	substantiivi	3
kippurakärkinen	adjektiivi	3
kipsa	substantiivi	3
kirjainkoko	substantiivi	3
kirjoituskirjain	substantiivi	3
kirkkorauha	substantiivi	3
kirkonarkisto	substantiivi	3
kirkonkirous	substantiivi	3
kirnuuntua	verbi	3
kirpsakka	adjektiivi	3
kirskuna	substantiivi	3
kiskoauto	substantiivi	3
kiskottelu	substantiivi	3
kisällinäyte	substantiivi	3
kitarasävellys	substantiivi	3
kiteymä	substantiivi	3
kitistyä	verbi	3
kitkatyöttömyys	substantiivi	3
kitkeröittää	verbi	3
kitupoltto	substantiivi	3
kivestulehdus	substantiivi	3
kivestää	verbi	3
kivettymä	substantiivi	3
kivimineraali	substantiivi	3
kivipainanta	substantiivi	3
kivipölykeuhko	substantiivi	3
kivitaltta	substantiivi	3
kivuntunto	substantiivi	3
kivääriryhmä	substantiivi	3
klaavi	substantiivi	3
klamydiatulehdus	substantiivi	3
kleptokratia	substantiivi	3
klezmer	substantiivi	3
klikkausjournalismi	substantiivi	3
klosetti	substantiivi	3
koboltinsininen	adjektiivi	3
koefilmaus	substantiivi	3
koekakku	substantiivi	3
kohdunulkoinen	adjektiivi	3
kohokkikasvi	substantiivi	3
kohosteinen	adjektiivi	3
kohottajalihas	substantiivi	3
kohotusaine	substantiivi	3
kohtauksittain	adverbi	3
kohtisuorasti	adverbi	3
kohtuudenmukainen	adjektiivi	3
koillismyrsky	substantiivi	3
kointähti	substantiivi	3
koisia	verbi	3
koivuterva	substantiivi	3
koivuvitsa	substantiivi	3
kokelasaika	substantiivi	3
kokoutua	verbi	3
kolmenkertainen	adjektiivi	3
kolminaisuusoppi	substantiivi	3
kolmiäänisesti	adverbi	3
koloratuuriaaria	substantiivi	3
kommandoryhmä	substantiivi	3
komplementtiväri	substantiivi	3
kompromettoida	verbi	3
koneompelu	substantiivi	3
konfutselaisuus	substantiivi	3
kongruenssi	substantiivi	3
konjunktuuri	substantiivi	3
konkurrenssi	substantiivi	3
konsistenssi	substantiivi	3
konsonanttivartalo	substantiivi	3
kontilleen	adverbi	3
kontingentti	substantiivi	3
koodijärjestelmä	substantiivi	3
kopisuttaa	verbi	3
koputusääni	substantiivi	3
korahtaa	verbi	3
korinttolaiskirje	substantiivi	3
korjuuseen	adverbi	3
korjuusää	substantiivi	3
korkeakirkollinen	adjektiivi	3
korkeaviritteinen	adjektiivi	3
korkovarat	substantiivi	3
korosteinen	adjektiivi	3
korporativismi	substantiivi	3
korppujauhe	substantiivi	3
korrelaatiosuhde	substantiivi	3
kortinpelaaja	substantiivi	3
korttipaikka	substantiivi	3
koruommel	substantiivi	3
korvus	substantiivi	3
kotiapteekki	substantiivi	3
kotikuri	substantiivi	3
kotivanhempi	substantiivi	3
kotkansilmä	substantiivi	3
kotoisesti	adverbi	3
kouho	adjektiivi	3
koukkunokkainen	adjektiivi	3
koulukypsyys	substantiivi	3
koulukypsä	adjektiivi	3
koululaisorkesteri	substantiivi	3
koulusatula	substantiivi	3
koulutusseteli	substantiivi	3
kouristustila	substantiivi	3
kourutaltta	substantiivi	3
kovalle	adverbi	3
koverrin	substantiivi	3
kromaus	substantiivi	3
kromiyhdiste	substantiivi	3
krossipyörä	substantiivi	3
krouvari	substantiivi	3
kruusailla	verbi	3
kruusaus	substantiivi	3
krypton	substantiivi	3
kuidutus	substantiivi	3
kuiskina	substantiivi	3
kuittivihko	substantiivi	3
kuivatuskaappi	substantiivi	3
kukerrus	substantiivi	3
kukertaa	verbi	3
kukertava	adjektiivi	3
kuljetusneuvo	substantiivi	3
kullanhohde	substantiivi	3
kuloutua	verbi	3
kultahamsteri	substantiivi	3
kultajyvänen	substantiivi	3
kultivaattori	substantiivi	3
kuluttajavalituslautakunta	substantiivi	3
kumkvatti	substantiivi	3
kumpeli	substantiivi	3
kuningasvesi	substantiivi	3
kunnansairaala	substantiivi	3
kunnianteko	substantiivi	3
kunniavirka	substantiivi	3
kuolainen	adjektiivi	3
kuolemankello	substantiivi	3
kuolemanpaikka	substantiivi	3
kuolioitua	verbi	3
kuorma-ammus	substantiivi	3
kuormittain	adverbi	3
kuparipiirros	substantiivi	3
kupeella	postpositio	3
kuplatalous	substantiivi	3
kupo	substantiivi	3
kuppaaja	substantiivi	3
kuppipari	substantiivi	3
kurillaan	adverbi	3
kurkkailla	verbi	3
kurkuntaimi	substantiivi	3
kurssiarvo	substantiivi	3
kurssiero	substantiivi	3
kurssivaatimus	substantiivi	3
kurssivoitto	substantiivi	3
kusiluistin	substantiivi	3
kutistus	substantiivi	3
kutomateollisuus	substantiivi	3
kutsumerkki	substantiivi	3
kutsumustehtävä	substantiivi	3
kutsuohjaus	substantiivi	3
kuudestilaukeava	adjektiivi, substantiivi	3
kuukunen	substantiivi	3
kuulemattomuus	substantiivi	3
kuulomatka	substantiivi	3
kuuloseula	substantiivi	3
kuumasaumata	verbi	3
kuumasinkitys	substantiivi	3
kuumavalssaus	substantiivi	3
kuumekäyrä	substantiivi	3
kuumennin	substantiivi	3
kuumennuslaite	substantiivi	3
kuurupiilosilla	adverbi	3
kuutiollinen	adjektiivi	3
kuvakielto	substantiivi	3
kuvatulkinta	substantiivi	3
kvalifikaatio	substantiivi	3
kvalifioida	verbi	3
kvantittua	verbi	3
kvanttikemia	substantiivi	3
kyhnytellä	verbi	3
kykenevyys	substantiivi	3
kykyprofiili	substantiivi	3
kyljekkäin	adverbi	3
kylmäkäsitellä	verbi	3
kylmävalssaus	substantiivi	3
kylmävaraaja	substantiivi	3
kylvölannoitin	substantiivi	3
kylvönurmi	substantiivi	3
kynsilevy	substantiivi	3
kynsivalli	substantiivi	3
kyntteli	substantiivi	3
kynttiläkirkko	substantiivi	3
kynänkäyttäjä	substantiivi	3
kypsetä	verbi	3
kyssäri	substantiivi	3
kyyhkyläinen	substantiivi	3
kyynelkaasusumutin	substantiivi	3
kyyppari	substantiivi	3
kyökkipsykologia	substantiivi	3
kälykset	substantiivi	3
kännäys	substantiivi	3
käsikassa	substantiivi	3
käsinlajittelu	substantiivi	3
käsitejärjestelmä	substantiivi	3
käsiterä	substantiivi	3
käsitesanakirja	substantiivi	3
käsituliase	substantiivi	3
käsivammainen	adjektiivi	3
käsivarsilihas	substantiivi	3
käskynalainen	substantiivi	3
kävelyaskel	substantiivi	3
käymäjalkaa	adverbi	3
käymäseltään	adverbi	3
käyttely	substantiivi	3
käyvästi	adverbi	3
käännin	substantiivi	3
käännähdys	substantiivi	3
käännösharjoitus	substantiivi	3
kääntöturkki	substantiivi	3
käärmeenpisto	substantiivi	3
köksä	substantiivi	3
köntystää	verbi	3
köysisilta	substantiivi	3
laahaus	substantiivi	3
laakafilmikamera	substantiivi	3
laakapallo	substantiivi	3
laakeripuu	substantiivi	3
laastipinta	substantiivi	3
laatuluokittelu	substantiivi	3
laatuunkäypä	adjektiivi	3
lahjaprofessuuri	substantiivi	3
lahosuojata	verbi	3
laidoitus	substantiivi	3
laihdutusruokavalio	substantiivi	3
laiskamato	substantiivi	3
laituriportaat	substantiivi	3
laivajuna	substantiivi	3
laivakorppu	substantiivi	3
laivapalvelus	substantiivi	3
laivaseminaari	substantiivi	3
lajiköyhä	adjektiivi	3
lajitteluosasto	substantiivi	3
lakkabensiini	substantiivi	3
lakkamaali	substantiivi	3
lakkatyö	substantiivi	3
lakkolupa	substantiivi	3
lakkotoimikunta	substantiivi	3
lakritsijuuri	substantiivi	3
laktovegetaarinen	adjektiivi	3
lammasmaisuus	substantiivi	3
lamoava	adjektiivi	3
lampaanhoito	substantiivi	3
langoittaa	verbi	3
lankalaukaisin	substantiivi	3
lannepisto	substantiivi	3
lannevanne	substantiivi	3
lantapatteri	substantiivi	3
lantata	verbi	3
lantsarit	substantiivi	3
lapinharakka	substantiivi	3
lappautua	verbi	3
lapsenpiika	substantiivi	3
lapseus	substantiivi	3
lapsivesinäyte	substantiivi	3
lapsivuodekuume	substantiivi	3
laseittain	adverbi	3
lasikko	substantiivi	3
lasikuituvahvisteinen	adjektiivi	3
lasityöntekijä	substantiivi	3
latausjännite	substantiivi	3
lattiaanlyönti	substantiivi	3
lauhkeasti	adverbi	3
laukkaurheilu	substantiivi	3
laulunjohtaja	substantiivi	3
lauseparsi	substantiivi	3
lauseyhteys	substantiivi	3
lausuntakuoro	substantiivi	3
lautavuoraus	substantiivi	3
lavastustaiteilija	substantiivi	3
lehdistöoppi	substantiivi	3
lehmisavu	substantiivi	3
lehtikoju	substantiivi	3
lehtipistiäinen	substantiivi	3
lehtituppi	substantiivi	3
leijonanluola	substantiivi	3
leikinteko	substantiivi	3
leikkausviilto	substantiivi	3
leimahtelu	substantiivi	3
leimamerkki	substantiivi	3
leinikkikasvi	substantiivi	3
leipälauta	substantiivi	3
leipäläpi	substantiivi	3
leipävanukas	substantiivi	3
leivinpelti	substantiivi	3
leksikko	substantiivi	3
lellitellä	verbi	3
lellittely	substantiivi	3
lemmenluritus	substantiivi	3
lempeäluontoinen	adjektiivi	3
leninismi	substantiivi	3
lenkata	verbi	3
lentokenttävero	substantiivi	3
lepokitka	substantiivi	3
leppymättömästi	adverbi	3
leuhkuus	substantiivi	3
leukakuoppa	substantiivi	3
leukalappu	substantiivi	3
levyjuontaja	substantiivi	3
levytanssit	substantiivi	3
leyhähtää	verbi	3
liekehdintä	substantiivi	3
lietekomposti	substantiivi	3
lihaeines	substantiivi	3
lihaksensisäinen	adjektiivi	3
lihamittari	substantiivi	3
lihamuhennos	substantiivi	3
lihaskasvain	substantiivi	3
lihasrevähtymä	substantiivi	3
lihassurkastuma	substantiivi	3
liikekitka	substantiivi	3
liikennekone	substantiivi	3
liikkumisrajoitteinen	adjektiivi, substantiivi	3
liikuntalukio	substantiivi	3
liimamaali	substantiivi	3
liinatukkainen	adjektiivi	3
liiskaksi	adverbi	3
liitepartikkeli	substantiivi	3
liitännäisjäsen	substantiivi	3
liivinmaalainen	adjektiivi	3
liivintasku	substantiivi	3
likeisyys	substantiivi	3
likikään	adverbi	3
liköörilasi	substantiivi	3
limboilla	verbi	3
limbus	substantiivi	3
lindströminpihvi	substantiivi	3
linnalääni	substantiivi	3
linnunsilmä	substantiivi	3
linoleumilattia	substantiivi	3
lintassa	adverbi	3
lipeinen	adjektiivi	3
lipeämyrkytys	substantiivi	3
lipidivaippa	substantiivi	3
lipitys	substantiivi	3
lippauistin	substantiivi	3
lipsahtelu	substantiivi	3
lisensiaatintyö	substantiivi	3
lisämenoarvio	substantiivi	3
litistyksiin	adverbi	3
litistys	substantiivi	3
liukaskielinen	adjektiivi	3
liukenevuus	substantiivi	3
liukukisko	substantiivi	3
liuskoittua	verbi	3
livvinkarjala	substantiivi	3
logonomi	substantiivi	3
lohkokaavio	substantiivi	3
loiseliö	substantiivi	3
lojaalinen	adjektiivi	3
lokalisoitua	verbi	3
loksua	verbi	3
lomatodistus	substantiivi	3
lomittainen	adjektiivi	3
lommoilla	verbi	3
lommoontua	verbi	3
lonksahtaa	verbi	3
loppuheitto	substantiivi	3
loppusivu	substantiivi	3
lornjetti	substantiivi	3
lounaismyrsky	substantiivi	3
luentokalvo	substantiivi	3
luiru	substantiivi	3
luistonesto	substantiivi	3
luistonestojärjestelmä	substantiivi	3
lujavauhtinen	adjektiivi	3
lukemisesteinen	substantiivi, adjektiivi	3
lukeneisto	substantiivi	3
lukuhäiriö	substantiivi	3
lumbaalipunktio	substantiivi	3
lumetodellisuus	substantiivi	3
luminesenssi	substantiivi	3
lumiräntä	substantiivi	3
luokitteluperuste	substantiivi	3
luokkakantainen	adjektiivi	3
luokkatietoinen	adjektiivi	3
luoko	substantiivi	3
luomitulehdus	substantiivi	3
luonnetutkielma	substantiivi	3
luonnonkorkki	substantiivi	3
luonnonlyyrikko	substantiivi	3
luonnonpalvonta	substantiivi	3
luonnonrakkaus	substantiivi	3
luonteettomuus	substantiivi	3
luostariolut	substantiivi	3
luostarirakennus	substantiivi	3
luoteiskärki	substantiivi	3
luotospisto	substantiivi	3
luottokauppa	substantiivi	3
lurjusmainen	adjektiivi	3
luukampa	substantiivi	3
luusolu	substantiivi	3
luvanvaraistaa	verbi	3
lyhyelti	adverbi	3
lyhyttavara	substantiivi	3
lyijykynämerkintä	substantiivi	3
lyijylasi	substantiivi	3
lysoli	substantiivi	3
lyydiläinen	substantiivi, adjektiivi	3
lyyhistää	verbi	3
lyykistää	verbi	3
lyötättää	verbi	3
lähetystöavustaja	substantiivi	3
lähihuoltajuus	substantiivi	3
lähimaille	adverbi, postpositio	3
lähitiede	substantiivi	3
läiskintä	substantiivi	3
läkkipelti	substantiivi	3
läkkiseppä	substantiivi	3
lälläri	substantiivi	3
lällätellä	verbi	3
lämminruoka	substantiivi	3
lämminvesihana	substantiivi	3
lämpöaistimus	substantiivi	3
lämpötaloudellinen	adjektiivi	3
lämpötila-asteikko	substantiivi	3
länsiluoteinen	adjektiivi	3
läpipoliittinen	adjektiivi	3
lättiläinen	adjektiivi, substantiivi	3
lääkeainemyrkytys	substantiivi	3
lääkeseos	substantiivi	3
lääkeshampoo	substantiivi	3
lääninneuvos	substantiivi	3
lönkyttää	verbi	3
maakari	substantiivi	3
maakeskinen	adjektiivi	3
maalaismaisuus	substantiivi	3
maaliaukko	substantiivi	3
maalinpoistoaine	substantiivi	3
maamikrobi	substantiivi	3
maannos	substantiivi	3
maansäteily	substantiivi	3
maanviljelykulttuuri	substantiivi	3
maanääri	substantiivi	3
maaottelukarsinta	substantiivi	3
maaseutukiertue	substantiivi	3
maataiteilija	substantiivi	3
maatalousneuvonta	substantiivi	3
madras	substantiivi	3
magneettikortti	substantiivi	3
mahonginruskea	adjektiivi	3
maitotiiviste	substantiivi	3
majanmuutto	substantiivi	3
makauttaa	verbi	3
makeisrasia	substantiivi	3
makro-objektiivi	substantiivi	3
maksukykyisyys	substantiivi	3
makuloida	verbi	3
mallasviski	substantiivi	3
mallikelpoisuus	substantiivi	3
mallikoe	substantiivi	3
mangrovemetsikkö	substantiivi	3
manilahamppu	substantiivi	3
maratonluistelu	substantiivi	3
marjalude	substantiivi	3
marjapuuronpunainen	adjektiivi	3
markkinaraha	substantiivi	3
marmorikivi	substantiivi	3
marttyyrinkruunu	substantiivi	3
massapsykologia	substantiivi	3
matalarantainen	adjektiivi	3
materiaalihallinto	substantiivi	3
matjessilli	substantiivi	3
matkalaukkulapsi	substantiivi	3
matkapakkaus	substantiivi	3
matkasauva	substantiivi	3
maustekrassi	substantiivi	3
maustemitta	substantiivi	3
maustemylly	substantiivi	3
meikkisieni	substantiivi	3
meikku	substantiivi	3
meisti	substantiivi	3
meltorauta	substantiivi	3
merenantimet	substantiivi	3
merenulappa	substantiivi	3
merenvihreä	adjektiivi	3
meristrategia	substantiivi	3
meritokraattinen	adjektiivi	3
merivakuutus	substantiivi	3
meriviitta	substantiivi	3
meriväki	substantiivi	3
merkitysvivahde	substantiivi	3
merkkioppi	substantiivi	3
merseroida	verbi	3
mesettää	verbi	3
messianismi	substantiivi	3
messingöidä	verbi	3
messinkilevy	substantiivi	3
messityttö	substantiivi	3
metafyysikko	substantiivi	3
metallinhohde	substantiivi	3
metsäkuolema	substantiivi	3
metyylialkoholi	substantiivi	3
miehittyä	verbi	3
miehuullinen	adjektiivi	3
miehyys	substantiivi	3
miekkalähetys	substantiivi	3
mieleenjohtuma	substantiivi	3
mielikuvituksekkaasti	adverbi	3
mielitautinen	adjektiivi, substantiivi	3
mietekirja	substantiivi	3
mihinkään	adverbi	3
miimisesti	adverbi	3
mikrobiviljely	substantiivi	3
mikrokupu	substantiivi	3
mikroravinne	substantiivi	3
mikrottaa	verbi	3
militaarinen	adjektiivi	3
miljoonakala	substantiivi	3
miljoonas	numeraali	3
milliampeeri	substantiivi	3
millimetrimitta	substantiivi	3
minestrone	substantiivi	3
miniatyristi	substantiivi	3
miniatyyrikuva	substantiivi	3
miniatyyripatsas	substantiivi	3
miniäkokelas	substantiivi	3
minuuteittain	adverbi	3
minuuttiosoitin	substantiivi	3
minämuotoinen	adjektiivi	3
mittaamattomuus	substantiivi	3
mittaluku	substantiivi	3
mittatyö	substantiivi	3
modaalikuitu	substantiivi	3
modulointi	substantiivi	3
moduuliyhdistelmä	substantiivi	3
moittivasti	adverbi	3
mokkakuppi	substantiivi	3
molskahdella	verbi	3
molva	substantiivi	3
monarkismi	substantiivi	3
monenkeskisyys	substantiivi	3
moniaalla	adverbi	3
monialaistua	verbi	3
monijumalaisuus	substantiivi	3
monikäyttöhalli	substantiivi	3
monilukuisuus	substantiivi	3
monipersoonainen	adjektiivi	3
monismi	substantiivi	3
monisärmäisyys	substantiivi	3
monofonia	substantiivi	3
monokulttuurisuus	substantiivi	3
monstrumi	substantiivi	3
moottorikatu	substantiivi	3
moottorilaiva	substantiivi	3
moottorillinen	adjektiivi	3
moottoripetroli	substantiivi	3
moottoristadion	substantiivi	3
moppaus	substantiivi	3
moreenikerrostuma	substantiivi	3
morkkaaja	substantiivi	3
morsmaikku	substantiivi	3
moshaus	substantiivi	3
motivoimaton	adjektiivi	3
mufloni	substantiivi	3
muhamettilainen	adjektiivi, substantiivi	3
muikistaa	verbi	3
muistoruno	substantiivi	3
mukuloida	verbi	3
muliinilanka	substantiivi	3
multilateraalinen	adjektiivi	3
munuaiskeränen	substantiivi	3
muodinmukaisesti	adverbi	3
muodontaa	verbi	3
muotiasu	substantiivi	3
muoto-opillinen	adjektiivi	3
muotoisuus	substantiivi	3
muovipinnoittaa	verbi	3
murena	substantiivi	3
murhemielin	adverbi	3
mursunluu	substantiivi	3
murtumattomuus	substantiivi	3
mustalaisnainen	substantiivi	3
mustuma	substantiivi	3
muurahaispolku	substantiivi	3
muussata	verbi	3
muutoksenhakemus	substantiivi	3
muuttumisleikki	substantiivi	3
muuttuvaisuus	substantiivi	3
myelooma	substantiivi	3
myllynsiipi	substantiivi	3
mylvähdys	substantiivi	3
myrkynkylvö	substantiivi	3
myssypäinen	adjektiivi	3
myyntikurssi	substantiivi	3
myyntivideo	substantiivi	3
myytillinen	adjektiivi	3
myöhäiskesä	substantiivi	3
myöhällä	adverbi	3
myötäaallokko	substantiivi	3
myötäeläjä	substantiivi	3
myötäkarvaan	adverbi	3
mädännyttää	verbi	3
mäjähdellä	verbi	3
mäntykukka	substantiivi	3
mäntypaneeli	substantiivi	3
märkänäppy	substantiivi	3
märkänäppylä	substantiivi	3
mätkähdellä	verbi	3
mätsätä	verbi	3
mättöruoka	substantiivi	3
määrämuoto	substantiivi	3
möhömahainen	adjektiivi	3
mökeltää	verbi	3
mötti	substantiivi	3
naarmutus	substantiivi	3
nahjustella	verbi	3
nahkakinnas	substantiivi	3
nahkaselkäinen	adjektiivi	3
naisjuttu	substantiivi	3
naisväestö	substantiivi	3
naittaja	substantiivi	3
nakerrus	substantiivi	3
nakittaa	verbi	3
napalmpommi	substantiivi	3
napisija	substantiivi	3
nappanahka	substantiivi	3
naruhyppy	substantiivi	3
natriumsilikaatti	substantiivi	3
natriumsuola	substantiivi	3
naulakkomaksu	substantiivi	3
naurunpuuska	substantiivi	3
naurupommi	substantiivi	3
negatiivikuva	substantiivi	3
nekroosi	substantiivi	3
nelisakarainen	adjektiivi	3
nelisin	adverbi	3
neliöittäin	adverbi	3
neliömetrihinta	substantiivi	3
neljänneslitra	substantiivi	3
nettokansantuote	substantiivi	3
neulanpistopolitiikka	substantiivi	3
neulasto	substantiivi	3
neurasteenikko	substantiivi	3
neuropsykologia	substantiivi	3
neuvotteilla	adverbi	3
niche	substantiivi	3
niittiliitos	substantiivi	3
niittosilppuri	substantiivi	3
niittyhumala	substantiivi	3
niittynurmikka	substantiivi	3
nikkeliallergikko	substantiivi	3
nilkkarengas	substantiivi	3
nilkutella	verbi	3
nillittäjä	substantiivi	3
nimikkeistö	substantiivi	3
nimisivu	substantiivi	3
nirppanokkainen	adjektiivi	3
niskaharjas	substantiivi	3
nivelakseli	substantiivi	3
niveljäykkyys	substantiivi	3
nivelraitiovaunu	substantiivi	3
nivustyrä	substantiivi	3
nojassa	postpositio	3
nokisieni	substantiivi	3
nokonuuka	adjektiivi	3
noloissaan	adverbi	3
nopealukuinen	adjektiivi	3
nopeudensäätö	substantiivi	3
nori	substantiivi	3
norjatar	substantiivi	3
norjistua	verbi	3
normaalifloora	substantiivi	3
normijärjestelmä	substantiivi	3
norsunluuveistos	substantiivi	3
nostoköli	substantiivi	3
notkeuttaa	verbi	3
novellitaide	substantiivi	3
nuhalääke	substantiivi	3
nuhdesaarna	substantiivi	3
nuhrata	verbi	3
nuhrautua	verbi	3
nukuksiin	adverbi	3
nuljahtaa	verbi	3
nummitatti	substantiivi	3
nunnakunta	substantiivi	3
nunnankaapu	substantiivi	3
nuokahdella	verbi	3
nuoleksia	verbi	3
nuorikarja	substantiivi	3
nuorisotilat	substantiivi	3
nuortea	adjektiivi	3
nuoruudenihastus	substantiivi	3
nuotta-apaja	substantiivi	3
nurjamielinen	adjektiivi	3
nurkkahylly	substantiivi	3
nurmiheinä	substantiivi	3
nutistaa	verbi	3
nyhtäistä	verbi	3
nykyhetkinen	adjektiivi	3
nykykielinen	adjektiivi	3
nyrpeissään	adverbi	3
nyrpistyä	verbi	3
nystermä	substantiivi	3
nähtävissä	adverbi	3
näivetys	substantiivi	3
